id,nombre,tipo_cocina,localizacion,descripcion,puntuacion_media,num_valoraciones
8667,Ramen Select,vegana,Málaga,"La presentación de los platos está muy cuidada. Especializado en pizzas artesanales al horno de leña, resulta ideal para cenas en pareja. El servicio es cercano y cuida cada detalle. Restaurante de cocina gallega situado en un entorno moderno y luminoso.",3.84,373
8668,Cantina Galicia,gallega,Málaga,"Especializado en tapas variadas para compartir, resulta ideal para celebraciones familiares. Restaurante de cocina india situado en un entorno tranquilo y silencioso. El equipo de cocina apuesta por sabores intensos. Dispone de menú del día con varias alternativas.",4.19,361
8669,Veggie Galicia,japonesa,Málaga,"Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue. Especializado en pizzas artesanales al horno de leña, resulta ideal para eventos de empresa. Incluye opciones sin gluten bajo petición. El espacio combina mesas altas y bajas.",4.34,463
8670,Osteria Delicias,china,Valencia,"La música de fondo crea un ambiente agradable. Restaurante de cocina india situado en un entorno acogedor y cálido. Especializado en carnes a la brasa de larga maduración, resulta ideal para celebraciones familiares. La relación calidad-precio es uno de sus puntos fuertes.",4.06,463
8671,Osteria Galicia,mexicana,Bilbao,"Es habitual encontrar productos de temporada en el menú. Restaurante de cocina japonesa situado en un entorno informal y desenfadado. Especializado en tacos mexicanos con salsas caseras, resulta ideal para salidas con amigos. Incluye opciones sin gluten bajo petición.",4.79,354
8672,Wok Urbano,gallega,Pontevedra,"Restaurante de cocina americana situado en un entorno informal y desenfadado. La mayoría de los ingredientes son de proximidad. El servicio es cercano y cuida cada detalle. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana.",4.11,262
8673,Taberna Urbano,china,Barcelona,"Se pueden adaptar platos al gusto del cliente. Restaurante de cocina italiana situado en un entorno informal y desenfadado. Incluye opciones sin gluten bajo petición. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para comidas rápidas entre semana.",4.49,123
8674,Trattoria Castellana,china,Málaga,"Especializado en platos de cuchara tradicionales, resulta ideal para celebraciones familiares. Restaurante de cocina china situado en un entorno tranquilo y silencioso. Dispone de menú del día con varias alternativas. La mayoría de los ingredientes son de proximidad.",3.57,335
8675,Tandoori Castellana,fusión,Santiago,"Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue. Suele incorporar sugerencias fuera de carta. Especializado en postres caseros inspirados en recetas locales, resulta ideal para cenas en pareja. Ofrece opciones para vegetarianos y celíacos.",4.8,453
8676,Osteria World,americana,Pontevedra,"Restaurante de cocina healthy situado en un entorno animado y perfecto para grupos. El equipo de cocina apuesta por sabores intensos. Especializado en platos de cuchara tradicionales, resulta ideal para comidas de negocio. La cocina es visible desde la sala principal.",3.69,436
8677,Ramen Castellana,gallega,Vigo,"Cuenta con carta de vinos seleccionada y cervezas artesanas. La mayoría de los ingredientes son de proximidad. Restaurante de cocina china situado en un entorno elegante pero cercano. Especializado en platos de cuchara tradicionales, resulta ideal para brunch de fin de semana.",4.03,145
8678,Tandoori House,china,Vigo,"Restaurante de cocina india situado en un entorno animado y perfecto para grupos. La presentación de los platos está muy cuidada. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas rápidas entre semana. Ofrece opciones para vegetarianos y celíacos.",4.65,357
8679,Brasserie Do Sol,italiana,Barcelona,"El equipo de cocina apuesta por sabores intensos. Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina gallega situado en un entorno moderno y luminoso. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para reuniones informales.",4.65,389
8680,Veggie Lumière,healthy,Madrid,"El local admite reservas para grupos grandes. La presentación de los platos está muy cuidada. Especializado en pizzas artesanales al horno de leña, resulta ideal para salidas con amigos. Restaurante de cocina vegana situado en un entorno moderno y luminoso.",3.98,333
8681,Tapas Friends,vegana,Lugo,"Restaurante de cocina japonesa situado en un entorno romántico con iluminación tenue. Especializado en pizzas artesanales al horno de leña, resulta ideal para salidas con amigos. Incluye opciones sin gluten bajo petición. Suele incorporar sugerencias fuera de carta.",4.85,209
8682,Casa Bella,healthy,Valencia,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para brunch de fin de semana. Suele incorporar sugerencias fuera de carta. Restaurante de cocina mediterránea situado en un entorno elegante pero cercano. La cocina es visible desde la sala principal.",3.55,332
8683,Pizzería House,china,Madrid,"Se pueden adaptar platos al gusto del cliente. Incluye opciones sin gluten bajo petición. Especializado en carnes a la brasa de larga maduración, resulta ideal para brunch de fin de semana. Restaurante de cocina fusión situado en un entorno informal y desenfadado.",4.76,413
8684,Fonda Del Mar,mediterránea,Málaga,"Incluye opciones sin gluten bajo petición. Restaurante de cocina india situado en un entorno informal y desenfadado. Se pueden adaptar platos al gusto del cliente. Especializado en postres caseros inspirados en recetas locales, resulta ideal para eventos de empresa.",3.87,343
8685,Veggie World,china,Santiago,"La presentación de los platos está muy cuidada. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana. El local admite reservas para grupos grandes. Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue.",4.9,448
8686,Curry Viva,china,Valencia,"Restaurante de cocina india situado en un entorno acogedor y cálido. Se pueden adaptar platos al gusto del cliente. Ofrece opciones para vegetarianos y celíacos. Especializado en carnes a la brasa de larga maduración, resulta ideal para cenas en pareja.",4.21,364
8687,Steakhouse Atlántico,mexicana,Madrid,"Se pueden adaptar platos al gusto del cliente. Restaurante de cocina gallega situado en un entorno informal y desenfadado. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. La cocina es visible desde la sala principal.",3.96,320
8688,Asador Delicias,india,Zaragoza,"Ofrece opciones para vegetarianos y celíacos. Especializado en sushi fresco preparado al momento, resulta ideal para salidas con amigos. Suele incorporar sugerencias fuera de carta. Restaurante de cocina italiana situado en un entorno animado y perfecto para grupos.",4.16,498
8689,Osteria Viva,italiana,Barcelona,"Suele incorporar sugerencias fuera de carta. Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas de negocio. El servicio es cercano y cuida cada detalle. Restaurante de cocina mediterránea situado en un entorno informal y desenfadado.",3.61,282
8690,Tandoori Zen,fusión,Barcelona,"La mayoría de los ingredientes son de proximidad. Especializado en tacos mexicanos con salsas caseras, resulta ideal para reuniones informales. Dispone de menú del día con varias alternativas. Restaurante de cocina japonesa situado en un entorno tranquilo y silencioso.",4.37,473
8691,Brasserie Bella,healthy,Ourense,"La mayoría de los ingredientes son de proximidad. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas rápidas entre semana. Restaurante de cocina india situado en un entorno acogedor y cálido. Incluye opciones sin gluten bajo petición.",4.26,231
8692,Ramen Galicia,americana,Valencia,"Especializado en tapas variadas para compartir, resulta ideal para brunch de fin de semana. Suele incorporar sugerencias fuera de carta. Dispone de menú del día con varias alternativas. Restaurante de cocina vegana situado en un entorno romántico con iluminación tenue.",4.59,67
8693,Fonda Viva,japonesa,Santiago,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para celebraciones familiares. Restaurante de cocina vegana situado en un entorno tranquilo y silencioso. Se pueden adaptar platos al gusto del cliente. Incluye opciones sin gluten bajo petición.",4.0,46
8694,Osteria Gourmet,italiana,Sevilla,"La música de fondo crea un ambiente agradable. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina vegana situado en un entorno informal y desenfadado. Especializado en tacos mexicanos con salsas caseras, resulta ideal para reuniones informales.",3.72,157
8695,Taberna Fusión,japonesa,Ourense,"Dispone de menú del día con varias alternativas. Restaurante de cocina japonesa situado en un entorno elegante pero cercano. Especializado en ramen casero con caldo de larga cocción, resulta ideal para salidas con amigos. El espacio combina mesas altas y bajas.",4.2,99
8696,Bistro Viva,healthy,Sevilla,"El servicio es cercano y cuida cada detalle. Restaurante de cocina japonesa situado en un entorno romántico con iluminación tenue. Especializado en platos de cuchara tradicionales, resulta ideal para comidas de negocio. El equipo de cocina apuesta por sabores intensos.",3.98,61
8697,Osteria Castellana,gallega,Madrid,"La mayoría de los ingredientes son de proximidad. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para comidas de negocio. Restaurante de cocina healthy situado en un entorno urbano de estilo industrial. La cocina es visible desde la sala principal.",4.91,260
8698,Burger Zen,japonesa,Lugo,"Restaurante de cocina healthy situado en un entorno urbano de estilo industrial. Ofrece opciones para vegetarianos y celíacos. La mayoría de los ingredientes son de proximidad. Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas de negocio.",3.65,177
8699,Pizzería Roma,india,Málaga,"Dispone de menú del día con varias alternativas. La mayoría de los ingredientes son de proximidad. Especializado en carnes a la brasa de larga maduración, resulta ideal para brunch de fin de semana. Restaurante de cocina fusión situado en un entorno romántico con iluminación tenue.",4.73,90
8700,Casa Galicia,fusión,Pontevedra,"Restaurante de cocina vegana situado en un entorno animado y perfecto para grupos. El espacio combina mesas altas y bajas. Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas de negocio. El servicio es cercano y cuida cada detalle.",3.7,190
8701,Veggie World,india,Pontevedra,"El equipo de cocina apuesta por sabores intensos. Especializado en sushi fresco preparado al momento, resulta ideal para brunch de fin de semana. Restaurante de cocina italiana situado en un entorno informal y desenfadado. Dispone de menú del día con varias alternativas.",4.66,465
8702,Burger Atlántico,vegana,Lugo,"Incluye opciones sin gluten bajo petición. Especializado en postres caseros inspirados en recetas locales, resulta ideal para brunch de fin de semana. Restaurante de cocina gallega situado en un entorno elegante pero cercano. La mayoría de los ingredientes son de proximidad.",4.66,424
8703,Casa Friends,china,Barcelona,"Restaurante de cocina china situado en un entorno romántico con iluminación tenue. Especializado en ensaladas healthy con productos de temporada, resulta ideal para brunch de fin de semana. La mayoría de los ingredientes son de proximidad. El local admite reservas para grupos grandes.",4.21,266
8704,Ramen Castellana,china,Málaga,"Especializado en ensaladas healthy con productos de temporada, resulta ideal para salidas con amigos. Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina americana situado en un entorno elegante pero cercano. Se pueden adaptar platos al gusto del cliente.",3.93,282
8705,Ramen Bella,healthy,Santiago,"Incluye opciones sin gluten bajo petición. La mayoría de los ingredientes son de proximidad. Especializado en tacos mexicanos con salsas caseras, resulta ideal para reuniones informales. Restaurante de cocina mediterránea situado en un entorno moderno y luminoso.",4.73,413
8706,Ramen House,mexicana,Bilbao,"La presentación de los platos está muy cuidada. El local admite reservas para grupos grandes. Restaurante de cocina china situado en un entorno acogedor y cálido. Especializado en platos de cuchara tradicionales, resulta ideal para brunch de fin de semana.",4.04,378
8707,Fonda World,italiana,Málaga,"Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas de negocio. La mayoría de los ingredientes son de proximidad. Restaurante de cocina mexicana situado en un entorno acogedor y cálido. Cuenta con carta de vinos seleccionada y cervezas artesanas.",4.68,286
8708,Bistro Do Sol,healthy,Vigo,"Especializado en platos de cuchara tradicionales, resulta ideal para comidas rápidas entre semana. Dispone de menú del día con varias alternativas. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina japonesa situado en un entorno moderno y luminoso.",4.06,51
8709,Fonda Lumière,vegana,Zaragoza,"El equipo de cocina apuesta por sabores intensos. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en platos de cuchara tradicionales, resulta ideal para reuniones informales. Restaurante de cocina mediterránea situado en un entorno tranquilo y silencioso.",4.88,231
8710,Osteria Lumière,india,Santiago,"La música de fondo crea un ambiente agradable. Especializado en pizzas artesanales al horno de leña, resulta ideal para brunch de fin de semana. Restaurante de cocina americana situado en un entorno informal y desenfadado. Es habitual encontrar productos de temporada en el menú.",4.05,330
8711,Casa Delicias,mediterránea,Pontevedra,"Restaurante de cocina japonesa situado en un entorno informal y desenfadado. Especializado en ramen casero con caldo de larga cocción, resulta ideal para eventos de empresa. La cocina es visible desde la sala principal. Suele incorporar sugerencias fuera de carta.",4.68,435
8712,Wok Castellana,healthy,Málaga,"Se pueden adaptar platos al gusto del cliente. Restaurante de cocina italiana situado en un entorno acogedor y cálido. El servicio es cercano y cuida cada detalle. Especializado en sushi fresco preparado al momento, resulta ideal para salidas con amigos.",4.86,359
8713,Asador Roma,china,Barcelona,"Restaurante de cocina fusión situado en un entorno urbano de estilo industrial. La relación calidad-precio es uno de sus puntos fuertes. Especializado en sushi fresco preparado al momento, resulta ideal para reuniones informales. Dispone de menú del día con varias alternativas.",4.01,442
8714,Fonda Atlántico,india,Zaragoza,"Restaurante de cocina china situado en un entorno informal y desenfadado. Es habitual encontrar productos de temporada en el menú. Especializado en tapas variadas para compartir, resulta ideal para comidas de negocio. El servicio es cercano y cuida cada detalle.",3.78,35
8715,Trattoria Viva,gallega,Vigo,"La cocina es visible desde la sala principal. Restaurante de cocina italiana situado en un entorno elegante pero cercano. La mayoría de los ingredientes son de proximidad. Especializado en carnes a la brasa de larga maduración, resulta ideal para cenas en pareja.",4.19,284
8716,Veggie Viva,india,Valencia,"Especializado en pizzas artesanales al horno de leña, resulta ideal para celebraciones familiares. El servicio es cercano y cuida cada detalle. La mayoría de los ingredientes son de proximidad. Restaurante de cocina china situado en un entorno elegante pero cercano.",4.17,278
8717,Burger Centro,gallega,Barcelona,"Dispone de menú del día con varias alternativas. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para brunch de fin de semana. Restaurante de cocina mediterránea situado en un entorno elegante pero cercano. Es habitual encontrar productos de temporada en el menú.",3.9,303
8718,Asador Atlántico,gallega,Pontevedra,"Restaurante de cocina fusión situado en un entorno informal y desenfadado. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para eventos de empresa. La música de fondo crea un ambiente agradable. La mayoría de los ingredientes son de proximidad.",4.5,444
8719,Sushi Del Mar,fusión,Madrid,"Restaurante de cocina mexicana situado en un entorno tranquilo y silencioso. Dispone de menú del día con varias alternativas. Es habitual encontrar productos de temporada en el menú. Especializado en tacos mexicanos con salsas caseras, resulta ideal para celebraciones familiares.",4.19,469
8720,Trattoria Gourmet,india,Pontevedra,"Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana. Cuenta con carta de vinos seleccionada y cervezas artesanas. Suele incorporar sugerencias fuera de carta. Restaurante de cocina gallega situado en un entorno animado y perfecto para grupos.",4.08,143
8721,Veggie Galicia,mediterránea,Santiago,"Se pueden adaptar platos al gusto del cliente. La cocina es visible desde la sala principal. Especializado en platos de cuchara tradicionales, resulta ideal para comidas de negocio. Restaurante de cocina india situado en un entorno informal y desenfadado.",3.78,436
8722,Wok Galicia,mexicana,Barcelona,"La música de fondo crea un ambiente agradable. El equipo de cocina apuesta por sabores intensos. Especializado en ramen casero con caldo de larga cocción, resulta ideal para salidas con amigos. Restaurante de cocina vegana situado en un entorno tranquilo y silencioso.",4.96,392
8723,Bistro Roma,fusión,Vigo,"Incluye opciones sin gluten bajo petición. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina americana situado en un entorno moderno y luminoso. Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas rápidas entre semana.",4.96,350
8724,Pizzería Lumière,healthy,Vigo,"Especializado en tapas variadas para compartir, resulta ideal para reuniones informales. Restaurante de cocina fusión situado en un entorno tranquilo y silencioso. Es habitual encontrar productos de temporada en el menú. La música de fondo crea un ambiente agradable.",4.4,339
8725,Sushi Do Sol,healthy,Barcelona,"Restaurante de cocina americana situado en un entorno urbano de estilo industrial. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en carnes a la brasa de larga maduración, resulta ideal para celebraciones familiares. Se pueden adaptar platos al gusto del cliente.",3.79,231
8726,Curry Bella,vegana,Málaga,"Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en hamburguesas gourmet con pan brioche, resulta ideal para celebraciones familiares. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina fusión situado en un entorno animado y perfecto para grupos.",4.46,283
8727,Brasserie Roma,fusión,Zaragoza,"Se pueden adaptar platos al gusto del cliente. Especializado en ensaladas healthy con productos de temporada, resulta ideal para salidas con amigos. El local admite reservas para grupos grandes. Restaurante de cocina mexicana situado en un entorno informal y desenfadado.",4.61,395
8728,Taberna House,americana,Sevilla,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para celebraciones familiares. La música de fondo crea un ambiente agradable. Restaurante de cocina mexicana situado en un entorno moderno y luminoso. Es habitual encontrar productos de temporada en el menú.",4.78,113
8729,Tapas House,japonesa,Bilbao,"Restaurante de cocina italiana situado en un entorno moderno y luminoso. Se pueden adaptar platos al gusto del cliente. Especializado en sushi fresco preparado al momento, resulta ideal para eventos de empresa. El local admite reservas para grupos grandes.",3.94,74
8730,Fonda Do Sol,gallega,Barcelona,"Ofrece opciones para vegetarianos y celíacos. El equipo de cocina apuesta por sabores intensos. Restaurante de cocina healthy situado en un entorno urbano de estilo industrial. Especializado en ensaladas healthy con productos de temporada, resulta ideal para cenas en pareja.",3.77,189
8731,Fonda Fusión,fusión,Barcelona,"Especializado en tapas variadas para compartir, resulta ideal para celebraciones familiares. Restaurante de cocina americana situado en un entorno tranquilo y silencioso. El local admite reservas para grupos grandes. La relación calidad-precio es uno de sus puntos fuertes.",4.42,439
8732,Veggie Viva,fusión,Madrid,"La cocina es visible desde la sala principal. Es habitual encontrar productos de temporada en el menú. Restaurante de cocina china situado en un entorno acogedor y cálido. Especializado en pizzas artesanales al horno de leña, resulta ideal para salidas con amigos.",3.82,139
8733,Brasserie Atlántico,mexicana,Santiago,"Restaurante de cocina gallega situado en un entorno romántico con iluminación tenue. Incluye opciones sin gluten bajo petición. Especializado en platos de cuchara tradicionales, resulta ideal para brunch de fin de semana. El espacio combina mesas altas y bajas.",3.52,267
8734,Bistro Urbano,healthy,Zaragoza,"Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina americana situado en un entorno romántico con iluminación tenue. La mayoría de los ingredientes son de proximidad. Especializado en carnes a la brasa de larga maduración, resulta ideal para celebraciones familiares.",3.96,211
8735,Trattoria Centro,americana,Lugo,"La relación calidad-precio es uno de sus puntos fuertes. Especializado en postres caseros inspirados en recetas locales, resulta ideal para brunch de fin de semana. Restaurante de cocina china situado en un entorno informal y desenfadado. El local admite reservas para grupos grandes.",4.01,456
8736,Fonda Castellana,india,Madrid,"La mayoría de los ingredientes son de proximidad. Especializado en ramen casero con caldo de larga cocción, resulta ideal para cenas en pareja. Dispone de menú del día con varias alternativas. Restaurante de cocina china situado en un entorno urbano de estilo industrial.",3.79,265
8737,Bistro Lumière,mediterránea,Santiago,"El espacio combina mesas altas y bajas. Restaurante de cocina mediterránea situado en un entorno animado y perfecto para grupos. Dispone de menú del día con varias alternativas. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas de negocio.",3.91,135
8738,Wok Fusión,gallega,Santiago,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para celebraciones familiares. La mayoría de los ingredientes son de proximidad. El servicio es cercano y cuida cada detalle. Restaurante de cocina china situado en un entorno tranquilo y silencioso.",3.91,54
8739,Taberna Gourmet,gallega,Pontevedra,"Especializado en ramen casero con caldo de larga cocción, resulta ideal para comidas rápidas entre semana. Restaurante de cocina india situado en un entorno moderno y luminoso. Ofrece opciones para vegetarianos y celíacos. El equipo de cocina apuesta por sabores intensos.",4.56,74
8740,Casa Del Mar,italiana,Valencia,"Restaurante de cocina healthy situado en un entorno animado y perfecto para grupos. El servicio es cercano y cuida cada detalle. Especializado en tapas variadas para compartir, resulta ideal para reuniones informales. La presentación de los platos está muy cuidada.",3.87,341
8741,Grill Rica,gallega,Vigo,"El local admite reservas para grupos grandes. La mayoría de los ingredientes son de proximidad. Especializado en pizzas artesanales al horno de leña, resulta ideal para comidas de negocio. Restaurante de cocina china situado en un entorno elegante pero cercano.",4.38,160
8742,Osteria Lumière,india,Málaga,"Restaurante de cocina vegana situado en un entorno romántico con iluminación tenue. Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en ensaladas healthy con productos de temporada, resulta ideal para comidas rápidas entre semana. Es habitual encontrar productos de temporada en el menú.",3.84,247
8743,Grill Gourmet,fusión,Barcelona,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. El espacio combina mesas altas y bajas. Restaurante de cocina china situado en un entorno elegante pero cercano. Cuenta con carta de vinos seleccionada y cervezas artesanas.",5.0,40
8744,Cantina Atlántico,japonesa,Bilbao,"Especializado en ramen casero con caldo de larga cocción, resulta ideal para cenas en pareja. La presentación de los platos está muy cuidada. El local admite reservas para grupos grandes. Restaurante de cocina china situado en un entorno urbano de estilo industrial.",3.73,228
8745,Wok Galicia,mexicana,Vigo,"El espacio combina mesas altas y bajas. Incluye opciones sin gluten bajo petición. Restaurante de cocina india situado en un entorno moderno y luminoso. Especializado en carnes a la brasa de larga maduración, resulta ideal para cenas en pareja.",4.47,48
8746,Pizzería Delicias,fusión,A Coruña,"Restaurante de cocina healthy situado en un entorno urbano de estilo industrial. Especializado en postres caseros inspirados en recetas locales, resulta ideal para brunch de fin de semana. Se pueden adaptar platos al gusto del cliente. La cocina es visible desde la sala principal.",4.41,402
8747,Curry House,india,Barcelona,"Restaurante de cocina mexicana situado en un entorno tranquilo y silencioso. Especializado en postres caseros inspirados en recetas locales, resulta ideal para salidas con amigos. Incluye opciones sin gluten bajo petición. La relación calidad-precio es uno de sus puntos fuertes.",4.06,335
8748,Asador Select,india,Zaragoza,"Restaurante de cocina gallega situado en un entorno informal y desenfadado. Especializado en tacos mexicanos con salsas caseras, resulta ideal para comidas de negocio. Suele incorporar sugerencias fuera de carta. La música de fondo crea un ambiente agradable.",3.78,296
8749,Osteria Do Sol,mediterránea,Valencia,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para brunch de fin de semana. El equipo de cocina apuesta por sabores intensos. El servicio es cercano y cuida cada detalle. Restaurante de cocina gallega situado en un entorno moderno y luminoso.",4.48,39
8750,Casa Friends,fusión,Barcelona,"Se pueden adaptar platos al gusto del cliente. Incluye opciones sin gluten bajo petición. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. Restaurante de cocina mexicana situado en un entorno elegante pero cercano.",3.65,212
8751,Burger Rica,italiana,Bilbao,"La presentación de los platos está muy cuidada. La música de fondo crea un ambiente agradable. Restaurante de cocina india situado en un entorno urbano de estilo industrial. Especializado en tacos mexicanos con salsas caseras, resulta ideal para celebraciones familiares.",4.7,171
8752,Cantina Lumière,india,Valencia,"Restaurante de cocina healthy situado en un entorno urbano de estilo industrial. La relación calidad-precio es uno de sus puntos fuertes. Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas rápidas entre semana. La música de fondo crea un ambiente agradable.",4.08,306
8753,Osteria Atlántico,china,Sevilla,"Especializado en tapas variadas para compartir, resulta ideal para brunch de fin de semana. Cuenta con carta de vinos seleccionada y cervezas artesanas. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina healthy situado en un entorno acogedor y cálido.",4.11,150
8754,Tapas Centro,china,Barcelona,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para comidas de negocio. La cocina es visible desde la sala principal. Restaurante de cocina mexicana situado en un entorno elegante pero cercano. Se pueden adaptar platos al gusto del cliente.",4.32,318
8755,Burger Delicias,vegana,Barcelona,"Restaurante de cocina india situado en un entorno moderno y luminoso. El servicio es cercano y cuida cada detalle. La relación calidad-precio es uno de sus puntos fuertes. Especializado en ensaladas healthy con productos de temporada, resulta ideal para salidas con amigos.",4.61,281
8756,Bistro Lumière,vegana,Málaga,"Especializado en hamburguesas gourmet con pan brioche, resulta ideal para eventos de empresa. Restaurante de cocina fusión situado en un entorno informal y desenfadado. Suele incorporar sugerencias fuera de carta. Cuenta con carta de vinos seleccionada y cervezas artesanas.",3.86,486
8757,Trattoria Roma,gallega,Madrid,"Suele incorporar sugerencias fuera de carta. Especializado en postres caseros inspirados en recetas locales, resulta ideal para brunch de fin de semana. Restaurante de cocina vegana situado en un entorno elegante pero cercano. El local admite reservas para grupos grandes.",4.4,253
8758,Veggie Fusión,fusión,Málaga,"Especializado en sushi fresco preparado al momento, resulta ideal para comidas de negocio. La mayoría de los ingredientes son de proximidad. Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina americana situado en un entorno elegante pero cercano.",3.51,271
8759,Wok Zen,americana,Sevilla,"Se pueden adaptar platos al gusto del cliente. Restaurante de cocina healthy situado en un entorno urbano de estilo industrial. Especializado en carnes a la brasa de larga maduración, resulta ideal para comidas de negocio. La cocina es visible desde la sala principal.",4.82,323
8760,Curry Select,india,Sevilla,"Ofrece opciones para vegetarianos y celíacos. Especializado en platos de cuchara tradicionales, resulta ideal para brunch de fin de semana. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina gallega situado en un entorno tranquilo y silencioso.",3.92,172
8761,Ramen Atlántico,vegana,Pontevedra,"La música de fondo crea un ambiente agradable. La mayoría de los ingredientes son de proximidad. Restaurante de cocina vegana situado en un entorno elegante pero cercano. Especializado en platos de cuchara tradicionales, resulta ideal para salidas con amigos.",4.26,158
8762,Wok Urbano,china,Lugo,"Ofrece opciones para vegetarianos y celíacos. Restaurante de cocina fusión situado en un entorno urbano de estilo industrial. Especializado en sushi fresco preparado al momento, resulta ideal para salidas con amigos. La mayoría de los ingredientes son de proximidad.",4.35,249
8763,Casa Viva,healthy,Barcelona,"La cocina es visible desde la sala principal. La relación calidad-precio es uno de sus puntos fuertes. Especializado en ensaladas healthy con productos de temporada, resulta ideal para celebraciones familiares. Restaurante de cocina vegana situado en un entorno acogedor y cálido.",3.94,221
8764,Cantina Del Mar,vegana,Málaga,"Especializado en sushi fresco preparado al momento, resulta ideal para salidas con amigos. La cocina es visible desde la sala principal. La presentación de los platos está muy cuidada. Restaurante de cocina italiana situado en un entorno urbano de estilo industrial.",3.96,303
8765,Casa Rica,italiana,Vigo,"Restaurante de cocina americana situado en un entorno informal y desenfadado. Es habitual encontrar productos de temporada en el menú. La música de fondo crea un ambiente agradable. Especializado en platos de cuchara tradicionales, resulta ideal para cenas en pareja.",4.25,117
8766,Cantina Delicias,india,Valencia,"El servicio es cercano y cuida cada detalle. Especializado en tapas variadas para compartir, resulta ideal para brunch de fin de semana. La presentación de los platos está muy cuidada. Restaurante de cocina mediterránea situado en un entorno moderno y luminoso.",4.39,158
8767,Burger Castellana,fusión,Valencia,"Restaurante de cocina china situado en un entorno informal y desenfadado. La presentación de los platos está muy cuidada. Especializado en tapas variadas para compartir, resulta ideal para comidas de negocio. El local admite reservas para grupos grandes.",3.57,67
8768,Curry Lumière,italiana,A Coruña,"La música de fondo crea un ambiente agradable. El equipo de cocina apuesta por sabores intensos. Especializado en postres caseros inspirados en recetas locales, resulta ideal para eventos de empresa. Restaurante de cocina fusión situado en un entorno informal y desenfadado.",3.75,339
8769,Brasserie Galicia,mediterránea,Santiago,"Cuenta con carta de vinos seleccionada y cervezas artesanas. Especializado en carnes a la brasa de larga maduración, resulta ideal para comidas rápidas entre semana. Restaurante de cocina japonesa situado en un entorno tranquilo y silencioso. La mayoría de los ingredientes son de proximidad.",3.82,458
8770,Tandoori Bella,italiana,Vigo,"Incluye opciones sin gluten bajo petición. Restaurante de cocina japonesa situado en un entorno moderno y luminoso. La relación calidad-precio es uno de sus puntos fuertes. Especializado en ramen casero con caldo de larga cocción, resulta ideal para reuniones informales.",4.17,76
8771,Bistro Del Mar,china,Málaga,"Especializado en postres caseros inspirados en recetas locales, resulta ideal para eventos de empresa. El espacio combina mesas altas y bajas. Incluye opciones sin gluten bajo petición. Restaurante de cocina americana situado en un entorno tranquilo y silencioso.",4.85,358
8772,Burger World,mexicana,Ourense,"El servicio es cercano y cuida cada detalle. Se pueden adaptar platos al gusto del cliente. Restaurante de cocina china situado en un entorno animado y perfecto para grupos. Especializado en tacos mexicanos con salsas caseras, resulta ideal para celebraciones familiares.",3.68,111
